sentenceid,sentence_text,drug_pair,ddi_label,drug1,drug2,drug1offset,drug2offset,drugsinsent
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p0,0,Acamprosate,anxiolytics,93-103,124-134,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p1,0,Acamprosate,hypnotics,93-103,137-145,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p2,0,Acamprosate,sedatives,93-103,151-159,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p3,0,Acamprosate,benzodiazepines,93-103,172-186,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p4,0,Acamprosate,non-opioid analgesics,93-103,193-213,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p5,0,anxiolytics,hypnotics,124-134,137-145,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p6,0,anxiolytics,sedatives,124-134,151-159,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p7,0,anxiolytics,benzodiazepines,124-134,172-186,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p8,0,anxiolytics,non-opioid analgesics,124-134,193-213,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p9,0,hypnotics,sedatives,137-145,151-159,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p10,0,hypnotics,benzodiazepines,137-145,172-186,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p11,0,hypnotics,non-opioid analgesics,137-145,193-213,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p12,0,sedatives,benzodiazepines,151-159,172-186,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p13,0,sedatives,non-opioid analgesics,151-159,193-213,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s5,"Other concomitant therapies: In clinical trials, the safety profile in subjects treated with Acamprosate concomitantly with anxiolytics, hypnotics and sedatives (including benzodiazepines), or non-opioid analgesics was similar to that of subjects taking placebo with these concomitant medications.",DDI-DrugBank.d0.s5.p14,0,benzodiazepines,non-opioid analgesics,172-186,193-213,"Acamprosate,anxiolytics,hypnotics,sedatives,benzodiazepines,non-opioid analgesics,"
DDI-DrugBank.d0.s6,"Patients taking Acamprosate concomitantly with antidepressants more commonly reported both weight gain and weight loss, compared with patients taking either medication alone.",DDI-DrugBank.d0.s6.p0,1,Acamprosate,antidepressants,16-26,47-61,"Acamprosate,antidepressants,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p0,0,thiazides,diuretics,24-32,44-52,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p1,0,thiazides,corticosteroids,24-32,55-69,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p2,0,thiazides,phenothiazines,24-32,72-85,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p3,0,thiazides,thyroid products,24-32,88-103,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p4,0,thiazides,estrogens,24-32,106-114,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p5,0,thiazides,contraceptives,24-32,122-135,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p6,0,thiazides,phenytoin,24-32,138-146,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p7,0,thiazides,nicotinic acid,24-32,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p8,0,thiazides,sympathomimetics,24-32,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p9,0,thiazides,calcium channel-blocking drugs,24-32,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p10,0,thiazides,isoniazid,24-32,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p11,0,diuretics,corticosteroids,44-52,55-69,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p12,0,diuretics,phenothiazines,44-52,72-85,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p13,0,diuretics,thyroid products,44-52,88-103,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p14,0,diuretics,estrogens,44-52,106-114,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p15,0,diuretics,contraceptives,44-52,122-135,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p16,0,diuretics,phenytoin,44-52,138-146,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p17,0,diuretics,nicotinic acid,44-52,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p18,0,diuretics,sympathomimetics,44-52,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p19,0,diuretics,calcium channel-blocking drugs,44-52,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p20,0,diuretics,isoniazid,44-52,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p21,0,corticosteroids,phenothiazines,55-69,72-85,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p22,0,corticosteroids,thyroid products,55-69,88-103,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p23,0,corticosteroids,estrogens,55-69,106-114,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p24,0,corticosteroids,contraceptives,55-69,122-135,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p25,0,corticosteroids,phenytoin,55-69,138-146,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p26,0,corticosteroids,nicotinic acid,55-69,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p27,0,corticosteroids,sympathomimetics,55-69,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p28,0,corticosteroids,calcium channel-blocking drugs,55-69,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p29,0,corticosteroids,isoniazid,55-69,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p30,0,phenothiazines,thyroid products,72-85,88-103,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p31,0,phenothiazines,estrogens,72-85,106-114,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p32,0,phenothiazines,contraceptives,72-85,122-135,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p33,0,phenothiazines,phenytoin,72-85,138-146,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p34,0,phenothiazines,nicotinic acid,72-85,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p35,0,phenothiazines,sympathomimetics,72-85,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p36,0,phenothiazines,calcium channel-blocking drugs,72-85,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p37,0,phenothiazines,isoniazid,72-85,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p38,0,thyroid products,estrogens,88-103,106-114,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p39,0,thyroid products,contraceptives,88-103,122-135,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p40,0,thyroid products,phenytoin,88-103,138-146,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p41,0,thyroid products,nicotinic acid,88-103,149-162,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p42,0,thyroid products,sympathomimetics,88-103,165-180,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p43,0,thyroid products,calcium channel-blocking drugs,88-103,183-212,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
DDI-DrugBank.d536.s1,"These drugs include the thiazides and other diuretics, corticosteroids, phenothiazines, thyroid products, estrogens, oral contraceptives, phenytoin, nicotinic acid, sympathomimetics, calcium channel-blocking drugs, and isoniazid.",DDI-DrugBank.d536.s1.p44,0,thyroid products,isoniazid,88-103,219-227,"thiazides,diuretics,corticosteroids,phenothiazines,thyroid products,estrogens,contraceptives,phenytoin,nicotinic acid,sympathomimetics,calcium channel-blocking drugs,isoniazid,"
